"","date","fire_scar","site","plot","location","site_notes","plant_species","plant_species_cover","veg_cover_notes"
"2720","2024-07-16","Shovel Creek","ShCr2","A","3 m","","Fine Woody Debris",1,""
"2721","2024-07-30","Nugget Creek","NuCr3","C","6 m","","Epilobium angustifolium [Chamerion angustifolium]",11,""
"2722","2024-07-30","Nugget Creek","NuCr3","C","6 m","","Betula neoalaskana",3,""
"2723","2024-07-30","Nugget Creek","NuCr3","C","6 m","","Calamagrostis canadensis",9,""
"2724","2024-07-30","Nugget Creek","NuCr3","C","6 m","","Picea mariana",3,""
"2725","2024-07-30","Nugget Creek","NuCr3","C","6 m","","Rubus chamaemorus",0.1,""
"2726","2024-07-30","Nugget Creek","NuCr3","C","6 m","","Coarse woody debris",35,""
"2727","2024-07-30","Nugget Creek","NuCr3","C","6 m","","Fine Woody Debris",25,""
"2728","2024-07-28","McCoy Creek","McCr5","C","3 m","","Rubus chamaemorus",6,""
"2729","2024-07-28","McCoy Creek","McCr5","C","3 m","","Betula nana",0.1,""
"2730","2024-07-28","McCoy Creek","McCr5","C","3 m","","Vaccinium uliginosum",0.1,""
"2731","2024-07-28","McCoy Creek","McCr5","C","3 m","","Vaccinium vitis-idaea",1,""
"2732","2024-07-28","McCoy Creek","McCr5","C","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",3,""
"2733","2024-07-28","McCoy Creek","McCr5","C","3 m","","Eriophorum vaginatum",5,""
"2734","2024-07-28","McCoy Creek","McCr5","C","3 m","","Fine Woody Debris",0.1,""
"2735","2024-07-28","McCoy Creek","McCr5","C","3 m","","Picea mariana",0.1,""
"2736","2024-07-16","Shovel Creek","ShCr2","B","9 m","","Salix spp",1,""
"2737","2024-07-16","Shovel Creek","ShCr2","B","9 m","","Polygonum alpinum",3,""
"2738","2024-07-16","Shovel Creek","ShCr2","B","9 m","","Epilobium angustifolium [Chamerion angustifolium]",9,""
"2739","2024-07-16","Shovel Creek","ShCr2","B","9 m","","Picea mariana",1,""
"2740","2024-07-16","Shovel Creek","ShCr2","B","9 m","","Calamagrostis canadensis",7,""
"2741","2024-07-16","Shovel Creek","ShCr2","B","9 m","","Betula neoalaskana",0.1,""
"2742","2024-07-16","Shovel Creek","ShCr2","B","9 m","","Litter - herbaceous",2,""
"2743","2024-07-16","Shovel Creek","ShCr2","B","9 m","","Fine Woody Debris",3,""
"2744","2024-07-16","Shovel Creek","ShCr2","B","9 m","","Coarse woody debris",50,""
"2745","2024-08-05","Dry Creek","DrCr1","A","3 m","","Vaccinium uliginosum",4,""
"2746","2024-08-05","Dry Creek","DrCr1","A","3 m","","Vaccinium vitis-idaea",0.1,""
"2747","2024-08-05","Dry Creek","DrCr1","A","3 m","","Calamagrostis canadensis",7,""
"2748","2024-08-05","Dry Creek","DrCr1","A","3 m","","Ledum palustre subsp. decumbens [Rhododendron tomentosum]",10,""
"2749","2024-08-05","Dry Creek","DrCr1","A","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",3,""
"2750","2024-08-05","Dry Creek","DrCr1","A","3 m","","Eriophorum vaginatum",8,""
"2751","2024-08-05","Dry Creek","DrCr1","A","3 m","","Betula nana",15,""
"2752","2024-08-05","Dry Creek","DrCr1","A","3 m","","Picea mariana",0.1,""
"2753","2024-08-05","Dry Creek","DrCr1","A","3 m","","Betula neoalaskana",0.1,""
"2754","2024-07-22","Hess Creek","HeCr2","B","3 m","","Betula neoalaskana",96,""
"2755","2024-07-22","Hess Creek","HeCr2","B","3 m","","Epilobium angustifolium [Chamerion angustifolium]",1,""
"2756","2024-07-22","Hess Creek","HeCr2","B","3 m","","Rubus idaeus",3,""
"2757","2024-07-22","Hess Creek","HeCr2","B","3 m","","Coarse woody debris",5,""
"2758","2024-07-22","Hess Creek","HeCr2","B","3 m","","Fine Woody Debris",2,""
"2759","2024-07-22","Hess Creek","HeCr2","B","3 m","","Populus tremuloides",0.1,""
"2760","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Salix spp",3,""
"2761","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Rubus chamaemorus",3,""
"2762","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",3,""
"2763","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Vaccinium uliginosum",4,""
"2764","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Vaccinium vitis-idaea",1,""
"2765","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Arctostaphylos rubra [Arctous rubra]",0.1,""
"2766","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Epilobium angustifolium [Chamerion angustifolium]",0.1,""
"2767","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Equisetum arvense",3,""
"2768","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Calamagrostis canadensis",0.1,""
"2769","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Carex spp",4,""
"2770","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Eriophorum vaginatum",4,""
"2771","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Potentilla fruticose [Dasiphora fruticosa]",3,""
"2772","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Picea mariana",0.1,""
"2773","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Betula neoalaskana",0.1,""
"2774","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Coarse woody debris",6,""
"2775","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Fine Woody Debris",2,""
"2776","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Litter - herbaceous",0.1,""
"2777","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Rubus idaeus",0.1,""
"2778","2024-08-06","Dry Creek","DrCr4","C","6 m","","Vaccinium vitis-idaea",8,""
"2779","2024-08-06","Dry Creek","DrCr4","C","6 m","","Galium boreale",3,""
"2780","2024-08-06","Dry Creek","DrCr4","C","6 m","","Populus tremuloides",4,""
"2781","2024-08-06","Dry Creek","DrCr4","C","6 m","","Equisetum arvense",0.1,""
"2782","2024-08-06","Dry Creek","DrCr4","C","6 m","","Equisetum scirpoides",0.1,""
"2783","2024-08-06","Dry Creek","DrCr4","C","6 m","","Rosa acicularis",5,""
"2784","2024-08-06","Dry Creek","DrCr4","C","6 m","","Silene spp",1,""
"2785","2024-08-06","Dry Creek","DrCr4","C","6 m","","Grass litter",10,"Calamagrostis canadensis"
"2786","2024-08-06","Dry Creek","DrCr4","C","6 m","","Calamagrostis canadensis",2,""
"2787","2024-08-06","Dry Creek","DrCr4","C","6 m","","Calamagrostis stricta",13,""
"2788","2024-08-06","Dry Creek","DrCr4","C","6 m","","Picea mariana",0.1,""
"2789","2024-08-05","Dry Creek","DrCr3","B","6 m","","Chamaedaphne calyculata",8,""
"2790","2024-08-05","Dry Creek","DrCr3","B","6 m","","Vaccinium uliginosum",4,""
"2791","2024-08-05","Dry Creek","DrCr3","B","6 m","","Salix spp",3,""
"2792","2024-08-05","Dry Creek","DrCr3","B","6 m","","Rubus chamaemorus",0.1,""
"2793","2024-08-05","Dry Creek","DrCr3","B","6 m","","Eriophorum vaginatum",20,""
"2794","2024-08-05","Dry Creek","DrCr3","B","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",4,""
"2795","2024-08-05","Dry Creek","DrCr3","B","6 m","","Ledum palustre subsp. decumbens [Rhododendron tomentosum]",14,""
"2796","2024-08-05","Dry Creek","DrCr3","B","6 m","","Coarse woody debris",0.1,""
"2797","2024-08-05","Dry Creek","DrCr3","B","6 m","","Vaccinium vitis-idaea",0.1,""
"2798","2024-08-05","Dry Creek","DrCr3","B","6 m","","Picea mariana",0.1,""
"2799","2024-07-31","Nugget Creek","NuCr6","C","6 m","","Coarse woody debris",9,""
"2800","2024-07-31","Nugget Creek","NuCr6","C","6 m","","Fine Woody Debris",3,""
"2801","2024-07-31","Nugget Creek","NuCr6","C","6 m","","Epilobium angustifolium [Chamerion angustifolium]",18,""
"2802","2024-07-31","Nugget Creek","NuCr6","C","6 m","","Salix spp",0.1,"Not rooted in plot"
"2803","2024-08-02","Teklanika ","Tekl6","C","3 m","","Vaccinium uliginosum",3,""
"2804","2024-08-02","Teklanika ","Tekl6","C","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",6,""
"2805","2024-08-02","Teklanika ","Tekl6","C","3 m","","Vaccinium vitis-idaea",0.1,""
"2806","2024-08-02","Teklanika ","Tekl6","C","3 m","","Salix spp",8,""
"2807","2024-08-02","Teklanika ","Tekl6","C","3 m","","Equisetum scirpoides",0.1,""
"2808","2024-08-02","Teklanika ","Tekl6","C","3 m","","Equisetum palustre",1,""
"2809","2024-08-02","Teklanika ","Tekl6","C","3 m","","Coarse woody debris",2,""
"2810","2024-08-02","Teklanika ","Tekl6","C","3 m","","Fine Woody Debris",0.1,""
"2811","2024-08-02","Teklanika ","Tekl6","C","3 m","","Calamagrostis canadensis",0.1,""
"2812","2024-07-30","Nugget Creek","NuCr2","C","6 m","","Epilobium angustifolium [Chamerion angustifolium]",4,""
"2813","2024-07-30","Nugget Creek","NuCr2","C","6 m","","Calamagrostis canadensis",2,""
"2814","2024-07-30","Nugget Creek","NuCr2","C","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",4,""
"2815","2024-07-30","Nugget Creek","NuCr2","C","6 m","","Coarse woody debris",2,""
"2816","2024-07-30","Nugget Creek","NuCr2","C","6 m","","Fine Woody Debris",3,""
"2817","2024-07-30","Nugget Creek","NuCr2","C","6 m","","Vaccinium vitis-idaea",10,""
"2818","2024-07-25","Haystack","Hays6","B","9 m","","Vaccinium vitis-idaea",1,""
"2819","2024-07-25","Haystack","Hays6","B","9 m","","Calamagrostis canadensis",4,""
"2820","2024-07-25","Haystack","Hays6","B","9 m","","Betula nana",14,""
"2821","2024-07-25","Haystack","Hays6","B","9 m","","Coarse woody debris",4,""
"2822","2024-07-25","Haystack","Hays6","B","9 m","","Fine Woody Debris",5,""
"2823","2024-07-25","Haystack","Hays6","B","9 m","","Carex spp",0.1,""
"2824","2024-07-25","Haystack","Hays6","B","9 m","","Vaccinium uliginosum",0.1,""
"2825","2024-07-25","Haystack","Hays6","B","9 m","","Cornus canadensis",0.1,""
"2826","2024-07-25","Haystack","Hays6","B","9 m","","Grass litter",1,""
"2827","2024-07-18","Lost Horse","LoHo6","B","6 m","","Betula glandulosa",0.1,""
"2828","2024-07-18","Lost Horse","LoHo6","B","6 m","","Cornus canadensis",0.1,""
"2829","2024-07-18","Lost Horse","LoHo6","B","6 m","","Vaccinium vitis-idaea",0.1,""
"2830","2024-07-18","Lost Horse","LoHo6","B","6 m","","Coarse woody debris",35,""
"2831","2024-07-18","Lost Horse","LoHo6","B","6 m","","Fine Woody Debris",25,""
"2832","2024-07-17","Shovel Creek","ShCr5","A","6 m","","Epilobium angustifolium [Chamerion angustifolium]",15,""
"2833","2024-07-17","Shovel Creek","ShCr5","A","6 m","","Calamagrostis canadensis",3,""
"2834","2024-07-17","Shovel Creek","ShCr5","A","6 m","","Populus tremuloides",1,""
"2835","2024-07-17","Shovel Creek","ShCr5","A","6 m","","Coarse woody debris",5,""
"2836","2024-07-17","Shovel Creek","ShCr5","A","6 m","","Fine Woody Debris",2,""
"2837","2024-07-17","Shovel Creek","ShCr5","A","6 m","","Litter - herbaceous",5,""
"2838","2024-07-23","Hess Creek","HeCr6","C","9 m","","Betula nana",12,""
"2839","2024-07-23","Hess Creek","HeCr6","C","9 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",10,""
"2840","2024-07-23","Hess Creek","HeCr6","C","9 m","","Potentilla fruticose [Dasiphora fruticosa]",4,""
"2841","2024-07-23","Hess Creek","HeCr6","C","9 m","","Epilobium angustifolium [Chamerion angustifolium]",1,""
"2842","2024-07-23","Hess Creek","HeCr6","C","9 m","","Arctostaphylos rubra [Arctous rubra]",4,""
"2843","2024-07-23","Hess Creek","HeCr6","C","9 m","","Rubus chamaemorus",1,""
"2844","2024-07-23","Hess Creek","HeCr6","C","9 m","","Vaccinium uliginosum",3,""
"2845","2024-07-23","Hess Creek","HeCr6","C","9 m","","Equisetum arvense",2,""
"2846","2024-07-23","Hess Creek","HeCr6","C","9 m","","Eriophorum vaginatum",15,""
"2847","2024-07-23","Hess Creek","HeCr6","C","9 m","","Carex spp",2,""
"2848","2024-07-23","Hess Creek","HeCr6","C","9 m","","Vaccinium vitis-idaea",1,""
"2849","2024-07-23","Hess Creek","HeCr6","C","9 m","","Picea mariana",0.1,""
"2850","2024-07-23","Hess Creek","HeCr6","C","9 m","","Calamagrostis canadensis",0.1,""
"2851","2024-07-23","Hess Creek","HeCr6","C","9 m","","Equisetum scirpoides",3,""
"2852","2024-07-23","Hess Creek","HeCr6","C","9 m","","Litter - herbaceous",0.1,""
"2853","2024-07-23","Hess Creek","HeCr6","C","9 m","","Betula neoalaskana",0.1,""
"2854","2024-07-14","Haystack","Hays3","C","3 m","","Salix spp",3,""
"2855","2024-07-14","Haystack","Hays3","C","3 m","","Epilobium angustifolium [Chamerion angustifolium]",1,""
"2856","2024-07-14","Haystack","Hays3","C","3 m","","Vaccinium uliginosum",2,""
"2857","2024-07-14","Haystack","Hays3","C","3 m","","Vaccinium vitis-idaea",1,""
"2858","2024-07-14","Haystack","Hays3","C","3 m","","Carex spp",12,"Same as b9"
"2859","2024-07-14","Haystack","Hays3","C","3 m","","Calamagrostis canadensis",1,""
"2860","2024-07-14","Haystack","Hays3","C","3 m","","Equisetum sylvaticum",0.1,""
"2861","2024-07-14","Haystack","Hays3","C","3 m","","Fine Woody Debris",2,""
"2862","2024-07-14","Haystack","Hays3","C","3 m","","Coarse woody debris",0.1,""
"2863","2024-07-29","McCoy Creek","McCr6","C","6 m","","Eriophorum vaginatum",0.1,""
"2864","2024-07-29","McCoy Creek","McCr6","C","6 m","","Carex spp",2,""
"2865","2024-07-29","McCoy Creek","McCr6","C","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",10,""
"2866","2024-07-29","McCoy Creek","McCr6","C","6 m","","Rubus chamaemorus",10,""
"2867","2024-07-29","McCoy Creek","McCr6","C","6 m","","Vaccinium vitis-idaea",2,""
"2868","2024-07-29","McCoy Creek","McCr6","C","6 m","","Vaccinium uliginosum",1,""
"2869","2024-07-29","McCoy Creek","McCr6","C","6 m","","Coarse woody debris",7,""
"2870","2024-07-29","McCoy Creek","McCr6","C","6 m","","Fine Woody Debris",20,""
"2871","2024-07-29","McCoy Creek","McCr6","C","6 m","","Picea mariana",0.1,""
"2872","2024-07-28","McCoy Creek","McCr5","C","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",9,""
"2873","2024-07-28","McCoy Creek","McCr5","C","6 m","","Betula nana",2,""
"2874","2024-07-28","McCoy Creek","McCr5","C","6 m","","Rubus chamaemorus",7,""
"2875","2024-07-28","McCoy Creek","McCr5","C","6 m","","Vaccinium vitis-idaea",2,""
"2876","2024-07-28","McCoy Creek","McCr5","C","6 m","","Calamagrostis canadensis",1,""
"2877","2024-07-28","McCoy Creek","McCr5","C","6 m","","Eriophorum vaginatum",8,""
"2878","2024-07-28","McCoy Creek","McCr5","C","6 m","","Fine Woody Debris",0.1,""
"2879","2024-07-28","McCoy Creek","McCr5","C","6 m","","Picea mariana",0.1,""
"2880","2024-08-04","Munson Creek","MuCr5","C","3 m","","Vaccinium vitis-idaea",0.1,""
"2881","2024-08-04","Munson Creek","MuCr5","C","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",5,""
"2882","2024-08-04","Munson Creek","MuCr5","C","3 m","","Chamaedaphne calyculata",0.1,""
"2883","2024-08-04","Munson Creek","MuCr5","C","3 m","","Rubus chamaemorus",0.1,""
"2884","2024-08-04","Munson Creek","MuCr5","C","3 m","","Picea mariana",0.1,""
"2885","2024-08-04","Munson Creek","MuCr5","C","3 m","","Calamagrostis canadensis",3,""
"2886","2024-08-04","Munson Creek","MuCr5","C","3 m","","Grass litter",1,""
"2887","2024-08-04","Munson Creek","MuCr5","C","3 m","","Polygonum alpinum",25,""
"2888","2024-08-04","Munson Creek","MuCr5","C","3 m","","Betula nana",1,""
"2889","2024-07-22","Hess Creek","HeCr3","C","3 m","","Picea mariana",1,""
"2890","2024-07-22","Hess Creek","HeCr3","C","3 m","","Arctostaphylos rubra [Arctous rubra]",3,""
"2891","2024-07-22","Hess Creek","HeCr3","C","3 m","","Vaccinium uliginosum",4,""
"2892","2024-07-22","Hess Creek","HeCr3","C","3 m","","Petasites frigidus",2,""
"2893","2024-07-22","Hess Creek","HeCr3","C","3 m","","Vaccinium vitis-idaea",2,""
"2894","2024-07-22","Hess Creek","HeCr3","C","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",17,""
"2895","2024-07-22","Hess Creek","HeCr3","C","3 m","","Epilobium angustifolium [Chamerion angustifolium]",1,""
"2896","2024-07-22","Hess Creek","HeCr3","C","3 m","","Calamagrostis canadensis",8,""
"2897","2024-07-22","Hess Creek","HeCr3","C","3 m","","Grass litter",9,""
"2898","2024-07-22","Hess Creek","HeCr3","C","3 m","","Equisetum arvense",4,""
"2899","2024-07-22","Hess Creek","HeCr3","C","3 m","","Coarse woody debris",3,""
"2900","2024-07-22","Hess Creek","HeCr3","C","3 m","","Fine Woody Debris",4,""
"2901","2024-07-22","Hess Creek","HeCr3","C","3 m","","Salix spp",0.1,""
"2902","2024-07-22","Hess Creek","HeCr3","C","3 m","","Equisetum scirpoides",1,""
"2903","2024-07-22","Hess Creek","HeCr1","B","6 m","","Rubus idaeus",4,""
"2904","2024-07-22","Hess Creek","HeCr1","B","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",3,""
"2905","2024-07-22","Hess Creek","HeCr1","B","6 m","","Coarse woody debris",3,""
"2906","2024-07-22","Hess Creek","HeCr1","B","6 m","","Fine Woody Debris",4,""
"2907","2024-07-22","Hess Creek","HeCr1","B","6 m","","Calamagrostis canadensis",35,""
"2908","2024-07-22","Hess Creek","HeCr1","B","6 m","","Grass litter",10,""
"2909","2024-07-22","Hess Creek","HeCr1","B","6 m","","Unknown grass 1",0.1,""
"2910","2024-07-22","Hess Creek","HeCr1","B","6 m","","Rosa acicularis",1,""
"2911","2024-08-03","Teklanika ","Tekl3","A","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",3,""
"2912","2024-08-03","Teklanika ","Tekl3","A","3 m","","Potentilla fruticose [Dasiphora fruticosa]",2,""
"2913","2024-08-03","Teklanika ","Tekl3","A","3 m","","Vaccinium uliginosum",2,""
"2914","2024-08-03","Teklanika ","Tekl3","A","3 m","","Betula nana",8,""
"2915","2024-08-03","Teklanika ","Tekl3","A","3 m","","Coarse woody debris",0.1,""
"2916","2024-08-03","Teklanika ","Tekl3","A","3 m","","Fine Woody Debris",2,""
"2917","2024-08-03","Teklanika ","Tekl3","A","3 m","","Calamagrostis canadensis",3,""
"2918","2024-08-03","Teklanika ","Tekl3","A","3 m","","Stellaria longipes",0.1,""
"2919","2024-08-03","Teklanika ","Tekl3","A","3 m","","Equisetum palustre",4,""
"2920","2024-08-03","Teklanika ","Tekl3","A","3 m","","Arctostaphylos rubra [Arctous rubra]",2,""
"2921","2024-08-03","Teklanika ","Tekl3","A","3 m","","Equisetum scirpoides",0.1,""
"2922","2024-07-31","Nugget Creek","NuCr5","C","6 m","","Epilobium angustifolium [Chamerion angustifolium]",6,""
"2923","2024-07-31","Nugget Creek","NuCr5","C","6 m","","Coarse woody debris",9,""
"2924","2024-07-31","Nugget Creek","NuCr5","C","6 m","","Fine Woody Debris",6,""
"2925","2024-07-31","Nugget Creek","NuCr5","C","6 m","","Equisetum sylvaticum",22,""
"2926","2024-08-02","Teklanika ","Tekl6","B","3 m","","Salix spp",0.1,""
"2927","2024-08-02","Teklanika ","Tekl6","B","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",2,""
"2928","2024-08-02","Teklanika ","Tekl6","B","3 m","","Calamagrostis canadensis",1,""
"2929","2024-08-02","Teklanika ","Tekl6","B","3 m","","Equisetum palustre",0.1,""
"2930","2024-08-02","Teklanika ","Tekl6","B","3 m","","Solidago spp",0.1,""
"2931","2024-08-02","Teklanika ","Tekl6","B","3 m","","Equisetum scirpoides",0.1,""
"2932","2024-08-02","Teklanika ","Tekl6","B","3 m","","Coarse woody debris",1,""
"2933","2024-08-02","Teklanika ","Tekl6","B","3 m","","Fine Woody Debris",1,""
"2934","2024-07-14","Haystack","Hays3","A","6 m","","Cornus canadensis",4,""
"2935","2024-07-14","Haystack","Hays3","A","6 m","","Vaccinium vitis-idaea",0.1,""
"2936","2024-07-14","Haystack","Hays3","A","6 m","","Epilobium angustifolium [Chamerion angustifolium]",3,""
"2937","2024-07-14","Haystack","Hays3","A","6 m","","Vaccinium uliginosum",1,""
"2938","2024-07-14","Haystack","Hays3","A","6 m","","Betula nana",0.1,""
"2939","2024-07-14","Haystack","Hays3","A","6 m","","Calamagrostis canadensis",35,""
"2940","2024-07-14","Haystack","Hays3","A","6 m","","Fine Woody Debris",0.1,""
"2941","2024-07-14","Haystack","Hays3","A","6 m","","Coarse woody debris",0.1,""
"2942","2024-08-06","Dry Creek","DrCr6","A","3 m","","Vaccinium uliginosum",3,""
